"ville_id","ville_departement","ville_nom","ville_nom_simple","ville_nom_reel","ville_code_postal","ville_code_commune","ville_arrondissement","ville_longitude_deg","ville_latitude_deg"
"6771","19","GIMEL-LES-CASCADES","gimel les cascades","Gimel-les-Cascades","19800","19085","2","1.85056","45.2995"
"6772","19","SAINT-GERMAIN-LAVOLPS","saint germain lavolps","Saint-Germain-Lavolps","19290","19206","3","2.21667","45.6167"
"6773","19","SAINT-HILAIRE-PEYROUX","saint hilaire peyroux","Saint-Hilaire-Peyroux","19560","19211","2","1.65","45.2167"
"6774","19","SARRAN","sarran","Sarran","19800","19251","2","1.95","45.4167"
"6775","19","RILHAC-XAINTRIE","rilhac xaintrie","Rilhac-Xaintrie","19220","19173","2","2.2","45.1667"
"6776","19","LOUIGNAC","louignac","Louignac","19310","19120","1","1.26667","45.2167"
"6777","19","CORNIL","cornil","Cornil","19150","19061","2","1.68333","45.2167"
"6778","19","SAINT-MARTIN-LA-MEANNE","saint martin la meanne","Saint-Martin-la-Méanne","19320","19222","2","1.98333","45.1667"
"6779","19","VENARSAL","venarsal","Venarsal","19360","19282","1","1.61667","45.2"
"6780","19","SAINT-YBARD","saint ybard","Saint-Ybard","19140","19248","2","1.53333","45.45"
"6781","19","LAGARDE-ENVAL","lagarde enval","Lagarde-Enval","19150","19098","2","1.81667","45.1833"
"6782","19","CONDAT-SUR-GANAVEIX","condat sur ganaveix","Condat-sur-Ganaveix","19140","19060","2","1.6","45.4667"
"6783","19","BELLECHASSAGNE","bellechassagne","Bellechassagne","19290","19021","3","2.23333","45.65"
"6784","19","VEIX","veix","Veix","19260","19281","2","1.83333","45.5167"
"6785","19","SEXCLES","sexcles","Sexcles","19430","19259","2","2.01667","45.05"
"6786","19","MEILHARDS","meilhards","Meilhards","19510","19131","2","1.65","45.55"
"6787","19","CHAUFFOUR-SUR-VELL","chauffour sur vell","Chauffour-sur-Vell","19500","19050","1","1.66667","45.0167"
"6788","19","CHANAC-LES-MINES","chanac les mines","Chanac-les-Mines","19150","19041","2","1.81667","45.2667"
"6789","19","COURTEIX","courteix","Courteix","19340","19065","3","2.35","45.65"
"6790","19","JUILLAC","juillac","Juillac","19350","19094","1","1.31667","45.3167"
"6791","19","PEROLS-SUR-VEZERE","perols sur vezere","Pérols-sur-Vézère","19170","19160","3","1.98333","45.5833"
"6792","19","SAINT-FREJOUX","saint frejoux","Saint-Fréjoux","19200","19204","3","2.38333","45.5333"
"6793","19","MERLINES","merlines","Merlines","19340","19134","3","2.46084","45.6473"
"6794","19","SAINT-ELOY-LES-TUILERIES","saint eloy les tuileries","Saint-Éloy-les-Tuileries","19210","19198","1","1.28333","45.45"
"6795","19","SAINT-CHAMANT","saint chamant","Saint-Chamant","19380","19192","2","1.9","45.1333"
"6796","19","LIGINIAC","liginiac","Liginiac","19160","19113","3","2.33334","45.4153"
"6797","19","LACELLE","lacelle","Celle","19170","19095","2","1.81667","45.65"
"6798","19","BEAUMONT","beaumont","Beaumont","19390","19020","2","1.8025","45.4223"
"6799","19","AURIAC","auriac","Auriac","19220","19014","2","2.16667","45.2"
"6800","19","SAINT-CIRGUES-LA-LOUTRE","saint cirgues la loutre","Saint-Cirgues-la-Loutre","19220","19193","2","2.11667","45.0833"
"6801","19","SAINT-REMY","saint remy","Saint-Rémy","19290","19238","3","2.28333","45.65"
"6802","19","BEYSSENAC","beyssenac","Beyssenac","19230","19025","1","1.26667","45.4"
"6803","19","GOURDON-MURAT","gourdon murat","Gourdon-Murat","19170","19087","3","1.9","45.5333"
"6804","19","SEGUR-LE-CHATEAU","segur le chateau","Ségur-le-Château","19230","19254","1","1.31667","45.4333"
"6805","19","SAINT-BONNET-LES-TOURS-DE-MERLE","saint bonnet les tours de merle","Saint-Bonnet-les-Tours-de-Merle","19430","19189","2","2.08333","45.0667"
"6806","19","SEILHAC","seilhac","Seilhac","19700","19255","2","1.71667","45.3667"
"6807","19","BRIVEZAC","brivezac","Brivezac","19120","19032","1","1.85","45.0333"
"6808","19","FEYT","feyt","Feyt","19340","19083","3","2.48333","45.7"
"6809","19","BAR","bar","Bar","19800","19016","2","1.81667","45.35"
"6810","19","BRIGNAC-LA-PLAINE","brignac la plaine","Brignac-la-Plaine","19310","19030","1","1.33333","45.1833"
"6811","19","LE JARDIN","le jardin","Le Jardin","19300","19092","2","2.05","45.3167"
"6812","19","L'EGLISE-AUX-BOIS","l eglise aux bois","L'Église-aux-Bois","19170","19074","2","1.8","45.65"
"6813","19","CHAMBERET","chamberet","Chamberet","19370","19036","2","1.71667","45.5833"
"6814","19","CHAMPAGNAC-LA-NOAILLE","champagnac la noaille","Champagnac-la-Noaille","19320","19039","2","2.01667","45.3167"
"6815","19","LANTEUIL","lanteuil","Lanteuil","19190","19105","1","1.66667","45.1333"
"6816","19","PRADINES","pradines","Pradines","19170","19168","3","1.91667","45.5167"
"6817","19","ROSIERS-DE-JUILLAC","rosiers de juillac","Rosiers-de-Juillac","19350","19177","1","1.3","45.3"
"6818","19","MONTGIBAUD","montgibaud","Montgibaud","19210","19144","1","1.41667","45.5167"
"6819","19","VOUTEZAC","voutezac","Voutezac","19130","19288","1","1.43333","45.2833"
"6820","19","PERPEZAC-LE-NOIR","perpezac le noir","Perpezac-le-Noir","19410","19162","1","1.55","45.3167"
"6821","19","MARCILLAC-LA-CROZE","marcillac la croze","Marcillac-la-Croze","19500","19126","1","1.75","45.0333"
"6822","19","PEYRELEVADE","peyrelevade","Peyrelevade","19290","19164","3","2.06667","45.7"
"6823","19","AUBAZINES","aubazines","Aubazines","19190","19013","1","1.67","45.1742"
"6824","19","ESPARTIGNAC","espartignac","Espartignac","19140","19076","2","1.6","45.4167"
"6825","19","SAINT-SYLVAIN","saint sylvain","Saint-Sylvain","19380","19245","2","1.88333","45.1833"
"6826","19","SAINT-MERD-LES-OUSSINES","saint merd les oussines","Saint-Merd-les-Oussines","19170","19226","3","2.05","45.6333"
"6827","19","MAUSSAC","maussac","Maussac","19250","19130","3","2.15","45.4833"
"6828","19","PANDRIGNES","pandrignes","Pandrignes","19150","19158","2","1.85","45.2333"
"6829","19","MEYMAC","meymac","Meymac","19250","19136","3","2.16667","45.5333"
"6830","19","ALBIGNAC","albignac","Albignac","19190","19003","1","1.68333","45.1333"
"6831","19","SALON-LA-TOUR","salon la tour","Salon-la-Tour","19510","19250","2","1.53333","45.5"
"6832","19","SAINT-MARTIN-SEPERT","saint martin sepert","Saint-Martin-Sepert","19210","19223","1","1.46667","45.4333"
"6833","19","ESTIVALS","estivals","Estivals","19600","19077","1","1.46667","45.0333"
"6834","19","SARROUX","sarroux","Sarroux","19110","19252","3","2.43333","45.4167"
"6835","19","EYGURANDE","eygurande","Eygurande","19340","19080","3","2.46667","45.6667"
"6836","19","LATRONCHE","latronche","Latronche","19160","19110","2","2.23333","45.3"
"6837","19","SAINT-JULIEN-PRES-BORT","saint julien pres bort","Saint-Julien-près-Bort","19110","19218","3","2.4","45.4167"
"6838","19","EYREIN","eyrein","Eyrein","19800","19081","2","1.95","45.3333"
"6839","19","MONESTIER-PORT-DIEU","monestier port dieu","Monestier-Port-Dieu","19110","19142","3","2.51667","45.5"
"6840","19","LARCHE","larche","Larche","19600","19107","1","1.41667","45.1167"
"6841","19","SAINT-BAZILE-DE-LA-ROCHE","saint bazile de la roche","Saint-Bazile-de-la-Roche","19320","19183","2","1.96667","45.1667"
"6842","19","SAINT-HILAIRE-TAURIEUX","saint hilaire taurieux","Saint-Hilaire-Taurieux","19400","19212","2","1.85","45.0667"
"6843","19","BEAULIEU-SUR-DORDOGNE","beaulieu sur dordogne","Beaulieu-sur-Dordogne","19120","19019","1","1.83333","44.9833"
"6844","19","SAINT-BONNET-LA-RIVIERE","saint bonnet la riviere","Saint-Bonnet-la-Rivière","19130","19187","1","1.36667","45.3"
"6845","19","FORGES","forges","Forges","19380","19084","2","1.88333","45.1667"
"6846","19","SAINT-CYR-LA-ROCHE","saint cyr la roche","Saint-Cyr-la-Roche","19130","19196","1","1.4","45.2667"
"6847","19","LIGNAREIX","lignareix","Lignareix","19200","19114","3","2.3","45.6167"
"6848","19","SAINT-PANTALEON-DE-LARCHE","saint pantaleon de larche","Saint-Pantaléon-de-Larche","19600","19229","1","1.45","45.1333"
"6849","19","SAINT-SETIERS","saint setiers","Saint-Setiers","19290","19241","3","2.13333","45.7"
"6850","19","TUDEILS","tudeils","Tudeils","19120","19271","1","1.8","45.05"
"6851","19","ALBUSSAC","albussac","Albussac","19380","19004","2","1.83333","45.1333"
"6852","19","ALLASSAC","allassac","Allassac","19240","19005","1","1.48333","45.25"
"6853","19","TARNAC","tarnac","Tarnac","19170","19265","3","1.95","45.6833"
"6854","19","SAINT-AUGUSTIN","saint augustin","Saint-Augustin","19390","19181","2","1.83333","45.4167"
"6855","19","MEYRIGNAC-L'EGLISE","meyrignac l eglise","Meyrignac-l'Église","19800","19137","2","1.85","45.4"
"6856","19","BEYNAT","beynat","Beynat","19190","19023","1","1.72333","45.1245"
"6857","19","SAINT-EXUPERY-LES-ROCHES","saint exupery les roches","Saint-Exupéry-les-Roches","19200","19201","3","2.38333","45.5167"
"6858","19","SORNAC","sornac","Sornac","19290","19261","3","2.2","45.6667"
"6859","19","SAINT-PARDOUX-CORBIER","saint pardoux corbier","Saint-Pardoux-Corbier","19210","19230","1","1.45","45.4333"
"6860","19","BRANCEILLES","branceilles","Branceilles","19500","19029","1","1.7","45.0167"
"6861","19","USSEL","ussel","Ussel","19200","19275","3","2.31667","45.55"
"6862","19","SAINT-YRIEIX-LE-DEJALAT","saint yrieix le dejalat","Saint-Yrieix-le-Déjalat","19300","19249","2","1.96667","45.45"
"6863","19","VIGEOIS","vigeois","Vigeois","19410","19285","1","1.51667","45.3833"
"6864","19","SAINT-GENIEZ-O-MERLE","saint geniez o merle","Saint-Geniez-ô-Merle","19220","19205","2","2.08333","45.0667"
"6865","19","LAMAZIERE-BASSE","lamaziere basse","Lamazière-Basse","19160","19102","3","2.16667","45.3667"
"6866","19","SAINT-ETIENNE-LA-GENESTE","saint etienne la geneste","Saint-Étienne-la-Geneste","19160","19200","3","2.35","45.45"
"6867","19","SAINT-JULIEN-LE-VENDOMOIS","saint julien le vendomois","Saint-Julien-le-Vendômois","19210","19216","1","1.31667","45.4667"
"6868","19","LIOURDRES","liourdres","Liourdres","19120","19116","1","1.8","44.9333"
"6869","19","BENAYES","benayes","Benayes","19510","19022","1","1.46667","45.5167"
"6870","19","COMBRESSOL","combressol","Combressol","19250","19058","3","2.16667","45.4833"
"6871","19","SAINT-JAL","saint jal","Saint-Jal","19700","19213","2","1.63333","45.4"
"6872","19","ORLIAC-DE-BAR","orliac de bar","Orliac-de-Bar","19390","19155","2","1.8","45.3667"
"6873","19","COUFFY-SUR-SARSONNE","couffy sur sarsonne","Couffy-sur-Sarsonne","19340","19064","3","2.33333","45.6667"
"6874","19","SAINT-PRIEST-DE-GIMEL","saint priest de gimel","Saint-Priest-de-Gimel","19800","19236","2","1.86667","45.3"
"6875","19","LADIGNAC-SUR-RONDELLES","ladignac sur rondelles","Ladignac-sur-Rondelles","19150","19096","2","1.83778","45.2337"
"6876","19","MONTAIGNAC-SAINT-HIPPOLYTE","montaignac saint hippolyte","Montaignac-Saint-Hippolyte","19300","19143","2","2.01667","45.35"
"6877","19","LAMAZIERE-HAUTE","lamaziere haute","Lamazière-Haute","19340","19103","3","2.4","45.6667"
"6878","19","MADRANGES","madranges","Madranges","19470","19122","2","1.78333","45.4833"
"6879","19","SAINT-MERD-DE-LAPLEAU","saint merd de lapleau","Saint-Merd-de-Lapleau","19320","19225","2","2.08333","45.2667"
"6880","19","ALTILLAC","altillac","Altillac","19120","19007","2","1.86667","44.9667"
"6881","19","ESTIVAUX","estivaux","Estivaux","19410","19078","1","1.48333","45.3167"
"6882","19","MANSAC","mansac","Mansac","19520","19124","1","1.38333","45.1667"
"6883","19","ROSIERS-D'EGLETONS","rosiers d egletons","Rosiers-d'Égletons","19300","19176","2","2.01667","45.3833"
"6884","19","TREIGNAC","treignac","Treignac","19260","19269","2","1.8","45.5333"
"6885","19","NONARDS","nonards","Nonards","19120","19152","1","1.8","45.0333"
"6886","19","CHIRAC-BELLEVUE","chirac bellevue","Chirac-Bellevue","19160","19055","3","2.31667","45.45"
"6887","19","SAINT-HILAIRE-FOISSAC","saint hilaire foissac","Saint-Hilaire-Foissac","19550","19208","2","2.13333","45.3333"
"6888","19","SAINT-BONNET-L'ENFANTIER","saint bonnet l enfantier","Saint-Bonnet-l'Enfantier","19410","19188","1","1.51667","45.3"
"6889","19","LAVAL-SUR-LUZEGE","laval sur luzege","Laval-sur-Luzège","19550","19111","2","2.15","45.2333"
"6890","19","PALISSE","palisse","Palisse","19160","19157","3","2.21667","45.4167"
"6891","19","LA CHAPELLE-AUX-BROCS","la chapelle aux brocs","La Chapelle-aux-Brocs","19360","19043","1","1.61667","45.15"
"6892","19","LAGUENNE","laguenne","Laguenne","19150","19101","2","1.78333","45.2333"
"6893","19","SAINT-MARTIAL-DE-GIMEL","saint martial de gimel","Saint-Martial-de-Gimel","19150","19220","2","1.86667","45.2667"
"6894","19","LAROCHE-PRES-FEYT","laroche pres feyt","Laroche-près-Feyt","19340","19108","3","2.51667","45.7"
"6895","19","AMBRUGEAT","ambrugeat","Ambrugeat","19250","19008","3","2.13333","45.5333"
"6896","19","MARCILLAC-LA-CROISILLE","marcillac la croisille","Marcillac-la-Croisille","19320","19125","2","2.03333","45.2833"
"6897","19","SAINT-VIANCE","saint viance","Saint-Viance","19240","19246","1","1.45","45.2167"
"6898","19","GUMOND","gumond","Gumond","19320","19090","2","1.98333","45.2167"
"6899","19","SAINTE-MARIE-LAPANOUZE","sainte marie lapanouze","Sainte-Marie-Lapanouze","19160","19219","3","2.35","45.4333"
"6900","19","LAPLEAU","lapleau","Lapleau","19550","19106","2","2.16667","45.2833"
"6901","19","LUBERSAC","lubersac","Lubersac","19210","19121","1","1.4","45.45"
"6902","19","SAINT-BAZILE-DE-MEYSSAC","saint bazile de meyssac","Saint-Bazile-de-Meyssac","19500","19184","1","1.73333","45.05"
"6903","19","CHAMPAGNAC-LA-PRUNE","champagnac la prune","Champagnac-la-Prune","19320","19040","2","1.98333","45.1833"
"6904","19","DONZENAC","donzenac","Donzenac","19270","19072","1","1.53333","45.2333"
"6905","19","SAINT-ROBERT","saint robert","Saint-Robert","19310","19239","1","1.3","45.25"
"6906","19","CHAVANAC","chavanac","Chavanac","19290","19052","3","2.1","45.6333"
"6907","19","CHAUMEIL","chaumeil","Chaumeil","19390","19051","2","1.88167","45.4564"
"6908","19","MALEMORT-SUR-CORREZE","malemort sur correze","Malemort-sur-Corrèze","19360","19123","1","1.55","45.1667"
"6909","19","COSNAC","cosnac","Cosnac","19360","19063","1","1.6","45.1333"
"6910","19","SAINT-ETIENNE-AUX-CLOS","saint etienne aux clos","Saint-Étienne-aux-Clos","19200","19199","3","2.46667","45.5667"
"6911","19","BRIVE-LA-GAILLARDE","brive la gaillarde","Brive-la-Gaillarde","19100","19031","1","1.53333","45.15"
"6912","19","NOAILLES","noailles","Noailles","19600","19151","1","1.53333","45.1"
"6913","19","RILHAC-TREIGNAC","rilhac treignac","Rilhac-Treignac","19260","19172","2","1.66667","45.5333"
"6914","19","MERCOEUR","mercoeur","Mercœur","19430","19133","2","1.95","45.0167"
"6915","19","SAINT-VICTOUR","saint victour","Saint-Victour","19200","19247","3","2.38333","45.4667"
"6916","19","SAINT-PARDOUX-LE-VIEUX","saint pardoux le vieux","Saint-Pardoux-le-Vieux","19200","19233","3","2.28333","45.6167"
"6917","19","SAINT-JULIEN-AUX-BOIS","saint julien aux bois","Saint-Julien-aux-Bois","19220","19214","2","2.13333","45.1333"
"6918","19","SERVIERES-LE-CHATEAU","servieres le chateau","Servières-le-Château","19220","19258","2","2.03333","45.1333"
"6919","19","PIERREFITTE","pierrefitte","Pierrefitte","19450","19166","2","1.61667","45.4167"
"6920","19","MEYSSAC","meyssac","Meyssac","19500","19138","1","1.66667","45.05"
"6921","19","CHAMEYRAT","chameyrat","Chameyrat","19330","19038","2","1.7","45.2333"
"6922","19","BUGEAT","bugeat","Bugeat","19170","19033","3","1.93333","45.6"
"6923","19","SAINT-HILAIRE-LES-COURBES","saint hilaire les courbes","Saint-Hilaire-les-Courbes","19170","19209","2","1.83333","45.6"
"6924","19","VIAM","viam","Viam","19170","19284","3","1.88333","45.6"
"6925","19","VARS-SUR-ROSEIX","vars sur roseix","Vars-sur-Roseix","19130","19279","1","1.36667","45.25"
"6926","19","SAINT-MARTIAL-ENTRAYGUES","saint martial entraygues","Saint-Martial-Entraygues","19400","19221","2","1.98333","45.1167"
"6927","19","VEGENNES","vegennes","Végennes","19120","19280","1","1.75","44.9833"
"6928","19","LIGNEYRAC","ligneyrac","Ligneyrac","19500","19115","1","1.61667","45.05"
"6929","19","GOULLES","goulles","Goulles","19430","19086","2","2.08333","45.05"
"6930","19","GRANDSAIGNE","grandsaigne","Grandsaigne","19300","19088","3","1.93333","45.4833"
"6931","19","NEUVILLE","neuville","Neuville","19380","19149","2","1.83333","45.1167"
"6932","19","SAINT-SOLVE","saint solve","Saint-Solve","19130","19242","1","1.4","45.3"
"6933","19","BILHAC","bilhac","Bilhac","19120","19026","1","1.78333","44.95"
"6934","19","BASSIGNAC-LE-HAUT","bassignac le haut","Bassignac-le-Haut","19220","19018","2","2.06667","45.2167"
"6935","19","LISSAC-SUR-COUZE","lissac sur couze","Lissac-sur-Couze","19600","19117","1","1.46667","45.1"
"6936","19","MARGERIDES","margerides","Margerides","19200","19128","3","2.4","45.45"
"6937","19","BASSIGNAC-LE-BAS","bassignac le bas","Bassignac-le-Bas","19430","19017","2","1.86667","45.0167"
"6938","19","BONNEFOND","bonnefond","Bonnefond","19170","19027","3","1.98333","45.5333"
"6939","19","CUBLAC","cublac","Cublac","19520","19066","1","1.31667","45.15"
"6940","19","CHENAILLER-MASCHEIX","chenailler mascheix","Chenailler-Mascheix","19120","19054","1","1.84","45.0545"
"6941","19","MARC-LA-TOUR","marc la tour","Marc-la-Tour","19150","19127","2","1.85","45.2"
"6942","21","AUTRICOURT","autricourt","Autricourt","21570","21034","3","4.61977","47.9966"
"6943","21","SAINT-SEINE-SUR-VINGEANNE","saint seine sur vingeanne","Saint-Seine-sur-Vingeanne","21610","21574","2","5.43333","47.5167"
"6944","21","LERY","lery","Léry","21440","21345","2","4.83333","47.5667"
"6945","21","MARCELLOIS","marcellois","Marcellois","21350","21377","3","4.61667","47.35"
"6946","21","MEUILLEY","meuilley","Meuilley","21700","21409","1","4.88333","47.1333"
"6947","21","TRUGNY","trugny","Trugny","21250","21647","1","5.15","46.9833"
"6948","21","SAUSSY","saussy","Saussy","21380","21589","2","4.95","47.4667"
"6949","21","NESLE-ET-MASSOULT","nesle et massoult","Nesle-et-Massoult","21330","21451","3","4.43333","47.7833"
"6950","21","LANTENAY","lantenay","Lantenay","21370","21339","2","4.86667","47.3333"
"6951","21","MONTMOYEN","montmoyen","Montmoyen","21290","21438","3","4.8","47.7333"
"6952","21","BLAISY-BAS","blaisy bas","Blaisy-Bas","21540","21080","2","4.73333","47.3667"
"6953","21","VENAREY-LES-LAUMES","venarey les laumes","Venarey-les-Laumes","21150","21663","3","4.43333","47.5333"
"6954","21","TROUHANS","trouhans","Trouhans","21170","21645","1","5.26667","47.15"
"6955","21","DAROIS","darois","Darois","21121","21227","2","4.93333","47.3833"
"6956","21","LUCENAY-LE-DUC","lucenay le duc","Lucenay-le-Duc","21150","21358","3","4.51667","47.6"
"6957","21","VARANGES","varanges","Varanges","21110","21656","2","5.2","47.2333"
"6958","21","SEMEZANGES","semezanges","Semezanges","21220","21601","2","4.85834","47.2153"
"6959","21","VISERNY","viserny","Viserny","21500","21709","3","4.28333","47.5667"
"6960","21","SPOY","spoy","Spoy","21120","21614","2","5.2","47.45"
"6961","21","MONTIGNY-SAINT-BARTHELEMY","montigny saint barthelemy","Montigny-Saint-Barthélemy","21390","21430","3","4.26667","47.4167"
"6962","21","PLANAY","planay","Planay","21500","21484","3","4.38333","47.75"
"6963","21","FLEUREY-SUR-OUCHE","fleurey sur ouche","Fleurey-sur-Ouche","21410","21273","2","4.85","47.3167"
"6964","21","BUSSEAUT","busseaut","Busseaut","21510","21117","3","4.65","47.7333"
"6965","21","AVOSNES","avosnes","Avosnes","21350","21040","3","4.65","47.3667"
"6966","21","COLOMBIER","colombier","Colombier","21360","21184","1","4.66667","47.1667"
"6967","21","CHARMES","charmes","Charmes","21310","21146","2","5.35","47.3833"
"6968","21","CHANNAY","channay","Channay","21330","21143","3","4.33333","47.8833"
"6969","21","GENAY","genay","Genay","21140","21291","3","4.3","47.5333"
"6970","21","CHAZILLY","chazilly","Chazilly","21320","21164","1","4.58333","47.1833"
"6971","21","JAILLY-LES-MOULINS","jailly les moulins","Jailly-les-Moulins","21150","21321","3","4.6","47.45"
"6972","21","GILLY-LES-CITEAUX","gilly les citeaux","Gilly-lès-Cîteaux","21640","21297","1","4.98333","47.1667"
"6973","21","VILLEBERNY","villeberny","Villeberny","21350","21690","3","4.6","47.4333"
"6974","21","CHAUDENAY-LE-CHATEAU","chaudenay le chateau","Chaudenay-le-Château","21360","21156","1","4.65","47.1833"
"6975","21","BEZOUOTTE","bezouotte","Bézouotte","21310","21072","2","5.33333","47.3833"
"6976","21","MELOISEY","meloisey","Meloisey","21190","21401","1","4.73333","47.0333"
"6977","21","POUILLY-SUR-VINGEANNE","pouilly sur vingeanne","Pouilly-sur-Vingeanne","21610","21503","2","5.43333","47.5333"
"6978","21","SAULON-LA-CHAPELLE","saulon la chapelle","Saulon-la-Chapelle","21910","21585","2","5.08333","47.2167"
"6979","21","LUSIGNY-SUR-OUCHE","lusigny sur ouche","Lusigny-sur-Ouche","21360","21360","1","4.66667","47.0833"
"6980","21","BELLENOD-SUR-SEINE","bellenod sur seine","Bellenod-sur-Seine","21510","21061","3","4.65","47.7"
"6981","21","CHAUME-ET-COURCHAMP","chaume et courchamp","Chaume-et-Courchamp","21610","21158","2","5.35112","47.5695"
"6982","21","SAINT-BROING-LES-MOINES","saint broing les moines","Saint-Broing-les-Moines","21290","21543","3","4.83333","47.6833"
"6983","21","VILLAINES-LES-PREVOTES","villaines les prevotes","Villaines-les-Prévôtes","21500","21686","3","4.3","47.55"
"6984","21","THOREY-SUR-OUCHE","thorey sur ouche","Thorey-sur-Ouche","21360","21634","1","4.7","47.15"
"6985","21","NORGES-LA-VILLE","norges la ville","Norges-la-Ville","21490","21462","2","5.06667","47.4"
"6986","21","PULIGNY-MONTRACHET","puligny montrachet","Puligny-Montrachet","21190","21512","1","4.75","46.95"
"6987","21","SAVIGNY-SOUS-MALAIN","savigny sous malain","Savigny-sous-Mâlain","21540","21592","2","4.76667","47.3333"
"6988","21","SAULX-LE-DUC","saulx le duc","Saulx-le-Duc","21120","21587","2","5.01667","47.5333"
"6989","21","CHARREY-SUR-SEINE","charrey sur seine","Charrey-sur-Seine","21400","21149","3","4.51278","47.9445"
"6990","21","CHAMBOLLE-MUSIGNY","chambolle musigny","Chambolle-Musigny","21220","21133","2","4.95","47.1833"
"6991","21","CLEMENCEY","clemencey","Clémencey","21220","21178","2","4.88333","47.25"
"6992","21","QUINCEY","quincey","Quincey","21700","21517","1","4.96667","47.1167"
"6993","21","CHEMIN-D'AISEY","chemin d aisey","Chemin-d'Aisey","21400","21165","3","4.56667","47.7333"
"6994","21","CORGOLOIN","corgoloin","Corgoloin","21700","21194","1","4.91667","47.0833"
"6995","21","MENESSAIRE","menessaire","Ménessaire","21430","21403","1","4.15","47.1333"
"6996","21","VILLECOMTE","villecomte","Villecomte","21120","21692","2","5.03333","47.5167"
"6997","21","EBATY","ebaty","Ébaty","21190","21236","1","4.78333","46.9333"
"6998","21","SAMEREY","samerey","Samerey","21170","21581","1","5.36667","47.0833"
"6999","21","VOULAINES-LES-TEMPLIERS","voulaines les templiers","Voulaines-les-Templiers","21290","21717","3","4.77806","47.8195"
"7000","21","QUETIGNY","quetigny","Quetigny","21800","21515","2","5.11667","47.3167"
"7001","21","VIX","vix","Vix","21400","21711","3","4.55","47.9"
"7002","21","SAINT-EUPHRONE","saint euphrone","Saint-Euphrône","21140","21547","3","4.38333","47.4833"
"7003","21","RIEL-LES-EAUX","riel les eaux","Riel-les-Eaux","21570","21524","3","4.68333","47.9667"
"7004","21","DRAMBON","drambon","Drambon","21270","21233","2","5.36667","47.3333"
"7005","21","LA ROCHE-EN-BRENIL","la roche en brenil","La Roche-en-Brenil","21530","21525","3","4.16667","47.3667"
"7006","21","MARMAGNE","marmagne","Marmagne","21500","21389","3","4.36667","47.6167"
"7007","21","BRETENIERE","breteniere","Bretenière","21110","21106","2","5.11417","47.2406"
"7008","21","PONCEY-SUR-L'IGNON","poncey sur l ignon","Poncey-sur-l'Ignon","21440","21494","2","4.76667","47.5"
"7009","21","MAGNY-MONTARLOT","magny montarlot","Magny-Montarlot","21130","21367","2","5.34723","47.2481"
"7010","21","MONTAGNY-LES-BEAUNE","montagny les beaune","Montagny-lès-Beaune","21200","21423","1","4.85","46.9833"
"7011","21","MESMONT","mesmont","Mesmont","21540","21406","2","4.75","47.3167"
"7012","21","MOLOY","moloy","Moloy","21120","21421","2","4.91667","47.5333"
"7013","21","BEIRE-LE-CHATEL","beire le chatel","Beire-le-Châtel","21310","21056","2","5.2","47.4167"
"7014","21","CURTIL-SAINT-SEINE","curtil saint seine","Curtil-Saint-Seine","21380","21218","2","4.93333","47.45"
"7015","21","SAINT-HELIER","saint helier","Saint-Hélier","21690","21552","3","4.68333","47.3833"
"7016","21","COUCHEY","couchey","Couchey","21160","21200","2","4.98333","47.2667"
"7017","21","LA MOTTE-TERNANT","la motte ternant","La Motte-Ternant","21210","21445","3","4.33333","47.3167"
"7018","21","SAINTE-MARIE-LA-BLANCHE","sainte marie la blanche","Sainte-Marie-la-Blanche","21200","21558","1","4.9","46.9833"
"7019","21","PUITS","puits","Puits","21400","21511","3","4.46667","47.7333"
"7020","21","QUINCEROT","quincerot","Quincerot","21500","21516","3","4.26667","47.6114"
"7021","21","CHAMBOEUF","chamboeuf","Chambœuf","21220","21132","2","4.9","47.2333"
"7022","21","CHEVIGNY-EN-VALIERE","chevigny en valiere","Chevigny-en-Valière","21200","21170","1","4.96667","46.9667"
"7023","21","MONTBARD","montbard","Montbard","21500","21425","3","4.33333","47.6167"
"7024","21","SALIVES","salives","Salives","21580","21579","2","4.9","47.6167"
"7025","21","CORGENGOUX","corgengoux","Corgengoux","21250","21193","1","5","46.9833"
"7026","21","MACONGE","maconge","Maconge","21320","21362","1","4.58333","47.2"
"7027","21","BROINDON","broindon","Broindon","21220","21113","2","5.05","47.2"
"7028","21","MONTLIOT-ET-COURCELLES","montliot et courcelles","Montliot-et-Courcelles","21400","21435","3","4.56667","47.8833"
"7029","21","CHAUDENAY-LA-VILLE","chaudenay la ville","Chaudenay-la-Ville","21360","21155","1","4.65","47.1667"
"7030","21","NUITS-SAINT-GEORGES","nuits saint georges","Nuits-Saint-Georges","21700","21464","1","4.95","47.1333"
"7031","21","IZIER","izier","Izier","21110","21320","2","5.18333","47.2833"
"7032","21","SAVIGNY-LE-SEC","savigny le sec","Savigny-le-Sec","21380","21591","2","5.05","47.4333"
"7033","21","ANCEY","ancey","Ancey","21410","21013","2","4.83333","47.3333"
"7034","21","CULETRE","culetre","Culètre","21230","21216","1","4.58333","47.15"
"7035","21","VILLIERS-LE-DUC","villiers le duc","Villiers-le-Duc","21400","21704","3","4.71667","47.8167"
"7036","21","JOURS-EN-VAUX","jours en vaux","Jours-en-Vaux","21340","21327","1","4.58333","47.05"
