"ville_id","ville_departement","ville_nom","ville_nom_simple","ville_nom_reel","ville_code_postal","ville_code_commune","ville_arrondissement","ville_longitude_deg","ville_latitude_deg"
"22391","58","LA NOCLE-MAULAIX","la nocle maulaix","La Nocle-Maulaix","58250","58195","1","3.78333","46.7667"
"22392","58","MARIGNY-L'EGLISE","marigny l eglise","Marigny-l'Église","58140","58157","2","3.93333","47.3667"
"22393","58","BALLERAY","balleray","Balleray","58130","58022","3","3.28333","47.0833"
"22394","58","MARCY","marcy","Marcy","58210","58156","2","3.40834","47.32"
"22395","58","SAINT-PIERRE-DU-MONT","saint pierre du mont","Saint-Pierre-du-Mont","58210","58263","2","3.43333","47.4"
"22396","58","MONTARON","montaron","Montaron","58250","58173","1","3.75","46.8833"
"22397","58","CHATEAU-CHINON (CAMPAGNE)","chateau chinon (campagne)","Château-Chinon (Campagne)","58120","58063","1","3.93389","47.0642"
"22398","58","SUILLY-LA-TOUR","suilly la tour","Suilly-la-Tour","58150","58281","4","3.06667","47.35"
"22399","58","SAINT-PARIZE-EN-VIRY","saint parize en viry","Saint-Parize-en-Viry","58300","58259","3","3.38333","46.75"
"22400","58","SAINT-PIERRE-LE-MOUTIER","saint pierre le moutier","Saint-Pierre-le-Moûtier","58240","58264","3","3.11667","46.8"
"22401","58","COURCELLES","courcelles","Courcelles","58210","58090","2","3.40028","47.4028"
"22402","58","SAINT-AGNAN","saint agnan","Saint-Agnan","58230","58226","1","4.095","47.3181"
"22403","58","DIROL","dirol","Dirol","58190","58098","2","3.65","47.3167"
"22404","58","VIELMANAY","vielmanay","Vielmanay","58150","58307","4","3.11667","47.2667"
"22405","58","LA COLLANCELLE","la collancelle","La Collancelle","58800","58080","2","3.65","47.1833"
"22406","58","LORMES","lormes","Lormes","58140","58145","2","3.81667","47.2833"
"22407","58","SAINT-MALO-EN-DONZIOIS","saint malo en donziois","Saint-Malo-en-Donziois","58350","58252","4","3.26667","47.3167"
"22408","58","ANLEZY","anlezy","Anlezy","58270","58006","3","3.5","46.9667"
"22409","58","FRASNAY-REUGNY","frasnay reugny","Frasnay-Reugny","58270","58119","3","3.51667","47"
"22410","58","OUDAN","oudan","Oudan","58210","58201","2","3.35","47.35"
"22411","58","GUIPY","guipy","Guipy","58420","58132","2","3.58333","47.2333"
"22412","58","GIRY","giry","Giry","58700","58127","4","3.36667","47.2167"
"22413","58","GOULOUX","gouloux","Gouloux","58230","58129","1","4.08333","47.25"
"22414","58","LA CELLE-SUR-LOIRE","la celle sur loire","La Celle-sur-Loire","58440","58044","4","2.93333","47.4667"
"22415","58","CHITRY-LES-MINES","chitry les mines","Chitry-les-Mines","58800","58075","2","3.65","47.25"
"22416","58","CHALLEMENT","challement","Challement","58420","58050","2","3.58333","47.3167"
"22417","58","SAINT-BENIN-DES-BOIS","saint benin des bois","Saint-Benin-des-Bois","58330","58233","3","3.41667","47.1167"
"22418","58","NANNAY","nannay","Nannay","58350","58188","4","3.2","47.2667"
"22419","58","SAINT-MARTIN-DU-PUY","saint martin du puy","Saint-Martin-du-Puy","58140","58255","2","3.86667","47.3333"
"22420","58","MARZY","marzy","Marzy","58180","58160","3","3.1","46.9833"
"22421","58","SAINTE-MARIE","sainte marie","Sainte-Marie","58330","58253","3","3.43333","47.1167"
"22422","58","OUGNY","ougny","Ougny","58110","58202","1","3.71667","47.0667"
"22423","58","RIX","rix","Rix","58500","58222","2","3.5","47.4333"
"22424","58","DOMPIERRE-SUR-NIEVRE","dompierre sur nievre","Dompierre-sur-Nièvre","58350","58101","4","3.25","47.2333"
"22425","58","CESSY-LES-BOIS","cessy les bois","Cessy-les-Bois","58220","58048","4","3.2","47.3333"
"22426","58","ACHUN","achun","Achun","58110","58001","1","3.66667","47.1167"
"22427","58","SAINT-SEINE","saint seine","Saint-Seine","58250","58268","1","3.83333","46.7333"
"22428","58","SAINT-MAURICE","saint maurice","Saint-Maurice","58330","58257","3","3.56889","47.1064"
"22429","58","TAMNAY-EN-BAZOIS","tamnay en bazois","Tamnay-en-Bazois","58110","58285","1","3.71667","47.05"
"22430","58","TRONSANGES","tronsanges","Tronsanges","58400","58298","4","3.05","47.1167"
"22431","58","SAIZY","saizy","Saizy","58190","58271","2","3.7","47.35"
"22432","58","FOURS","fours","Fours","58250","58118","1","3.71667","46.8167"
"22433","58","DORNES","dornes","Dornes","58390","58104","3","3.35","46.7167"
"22434","58","TOURY-LURCY","toury lurcy","Toury-Lurcy","58300","58293","3","3.41667","46.7333"
"22435","58","AVRIL-SUR-LOIRE","avril sur loire","Avril-sur-Loire","58300","58020","3","3.36667","46.8167"
"22436","58","CUNCY-LES-VARZY","cuncy les varzy","Cuncy-lès-Varzy","58210","58093","2","3.46667","47.3667"
"22437","58","SAINT-MARTIN-D'HEUILLE","saint martin d heuille","Saint-Martin-d'Heuille","58130","58254","3","3.21667","47.05"
"22438","58","CRUX-LA-VILLE","crux la ville","Crux-la-Ville","58330","58092","3","3.51667","47.1667"
"22439","58","SAINT-MARTIN-SUR-NOHAIN","saint martin sur nohain","Saint-Martin-sur-Nohain","58150","58256","4","2.98333","47.3667"
"22440","58","POUGNY","pougny","Pougny","58200","58213","4","3","47.3833"
"22441","58","IMPHY","imphy","Imphy","58160","58134","3","3.25","46.9333"
"22442","58","CHIDDES","chiddes","Chiddes","58170","58074","1","3.94056","46.8612"
"22443","58","LUCENAY-LES-AIX","lucenay les aix","Lucenay-lès-Aix","58380","58146","3","3.46667","46.7"
"22444","58","CHEVENON","chevenon","Chevenon","58160","58072","3","3.21667","46.9167"
"22445","58","THIANGES","thianges","Thianges","58260","58291","3","3.5","46.9167"
"22446","58","CHATEAU-CHINON (VILLE)","chateau chinon (ville)","Château-Chinon (Ville)","58120","58062","1","3.93305","47.0653"
"22447","58","MOISSY-MOULINOT","moissy moulinot","Moissy-Moulinot","58190","58169","2","3.7","47.3167"
"22448","58","ALLUY","alluy","Alluy","58110","58004","1","3.63333","47.0333"
"22449","58","SAINT-ANDRE-EN-MORVAN","saint andre en morvan","Saint-André-en-Morvan","58140","58229","2","3.85","47.4"
"22450","58","MARS-SUR-ALLIER","mars sur allier","Mars-sur-Allier","58240","58158","3","3.08333","46.8667"
"22451","58","MOURON-SUR-YONNE","mouron sur yonne","Mouron-sur-Yonne","58800","58183","2","3.73333","47.1833"
"22452","58","VANDENESSE","vandenesse","Vandenesse","58290","58301","1","3.76667","46.9167"
"22453","58","PERROY","perroy","Perroy","58220","58209","4","3.16667","47.4"
"22454","58","TAZILLY","tazilly","Tazilly","58170","58287","1","3.91667","46.7667"
"22455","58","BOUHY","bouhy","Bouhy","58310","58036","4","3.16667","47.4833"
"22456","58","NARCY","narcy","Narcy","58400","58189","4","3.06667","47.2333"
"22457","58","MARIGNY-SUR-YONNE","marigny sur yonne","Marigny-sur-Yonne","58800","58159","2","3.65","47.2667"
"22458","58","SAINT-LEGER-DES-VIGNES","saint leger des vignes","Saint-Léger-des-Vignes","58300","58250","3","3.45","46.8333"
"22459","58","BUSSY-LA-PESLE","bussy la pesle","Bussy-la-Pesle","58420","58043","2","3.46667","47.2667"
"22460","58","CHALAUX","chalaux","Chalaux","58140","58049","2","3.91667","47.3333"
"22461","58","GARCHY","garchy","Garchy","58150","58122","4","3.06667","47.2667"
"22462","58","NEUVILLE-LES-DECIZE","neuville les decize","Neuville-lès-Decize","58300","58192","3","3.31667","46.7667"
"22463","58","BLISMES","blismes","Blismes","58120","58034","1","3.81667","47.1167"
"22464","58","SAINT-AUBIN-LES-FORGES","saint aubin les forges","Saint-Aubin-les-Forges","58130","58231","4","3.2","47.15"
"22465","58","TERNANT","ternant","Ternant","58250","58289","1","3.83889","46.7503"
"22466","58","SAINT-QUENTIN-SUR-NOHAIN","saint quentin sur nohain","Saint-Quentin-sur-Nohain","58150","58265","4","3.01667","47.35"
"22467","58","VERNEUIL","verneuil","Verneuil","58300","58306","3","3.55","46.8667"
"22468","58","MONTIGNY-EN-MORVAN","montigny en morvan","Montigny-en-Morvan","58120","58177","1","3.85","47.1333"
"22469","58","REMILLY","remilly","Rémilly","58250","58221","1","3.81667","46.8167"
"22470","58","MAUX","maux","Maux","58290","58161","1","3.78333","47.05"
"22471","58","MESVES-SUR-LOIRE","mesves sur loire","Mesves-sur-Loire","58400","58164","4","3","47.25"
"22472","58","CHEVANNES-CHANGY","chevannes changy","Chevannes-Changy","58420","58071","2","3.4525","47.2895"
"22473","58","CERCY-LA-TOUR","cercy la tour","Cercy-la-Tour","58340","58046","1","3.65","46.8667"
"22474","58","ANTHIEN","anthien","Anthien","58800","58008","2","3.73333","47.3"
"22475","58","BRINON-SUR-BEUVRON","brinon sur beuvron","Brinon-sur-Beuvron","58420","58041","2","3.5","47.2833"
"22476","58","SAINT-HILAIRE-EN-MORVAN","saint hilaire en morvan","Saint-Hilaire-en-Morvan","58120","58244","1","3.88333","47.0833"
"22477","58","NEUILLY","neuilly","Neuilly","58420","58191","2","3.5","47.2333"
"22478","58","CERVON","cervon","Cervon","58800","58047","2","3.75","47.2333"
"22479","58","SARDY-LES-EPIRY","sardy les epiry","Sardy-lès-Épiry","58800","58272","2","3.7","47.1833"
"22480","58","MONTSAUCHE-LES-SETTONS","montsauche les settons","Montsauche-les-Settons","58230","58180","1","4.02584","47.215"
"22481","58","DUN-SUR-GRANDRY","dun sur grandry","Dun-sur-Grandry","58110","58107","1","3.8","47.0833"
"22482","58","PARIGNY-LES-VAUX","parigny les vaux","Parigny-les-Vaux","58320","58207","3","3.15","47.0833"
"22483","58","THAIX","thaix","Thaix","58250","58290","1","3.71667","46.85"
"22484","58","BILLY-CHEVANNES","billy chevannes","Billy-Chevannes","58270","58031","3","3.45","47.0167"
"22485","58","FLEURY-SUR-LOIRE","fleury sur loire","Fleury-sur-Loire","58240","58115","3","3.31667","46.8333"
"22486","58","MORACHES","moraches","Moraches","58420","58181","2","3.55","47.2833"
"22487","58","TRESNAY","tresnay","Tresnay","58240","58296","3","3.18333","46.7"
"22488","58","MHERE","mhere","Mhère","58140","58166","2","3.85","47.2"
"22489","58","LIVRY","livry","Livry","58240","58144","3","3.08333","46.7833"
"22490","58","ALLIGNY-COSNE","alligny cosne","Alligny-Cosne","58200","58002","4","3.06667","47.45"
"22491","58","CHANTENAY-SAINT-IMBERT","chantenay saint imbert","Chantenay-Saint-Imbert","58240","58057","3","3.18333","46.7333"
"22492","58","AUTHIOU","authiou","Authiou","58700","58018","2","3.41667","47.2667"
"22493","58","SAINT-LAURENT-L'ABBAYE","saint laurent l abbaye","Saint-Laurent-l'Abbaye","58150","58248","4","2.99167","47.3417"
"22494","58","ARZEMBOUY","arzembouy","Arzembouy","58700","58014","4","3.36667","47.25"
"22495","58","DOMPIERRE-SUR-HERY","dompierre sur hery","Dompierre-sur-Héry","58420","58100","2","3.56667","47.2667"
"22496","58","BEAUMONT-LA-FERRIERE","beaumont la ferriere","Beaumont-la-Ferrière","58700","58027","4","3.21667","47.1833"
"22497","58","ASNAN","asnan","Asnan","58420","58015","2","3.55","47.3167"
"22498","58","DOMMARTIN","dommartin","Dommartin","58120","58099","1","3.85","47.0667"
"22499","58","SAINT-PEREUSE","saint pereuse","Saint-Péreuse","58110","58262","1","3.8","47.0667"
"22500","58","LAVAULT-DE-FRETOY","lavault de fretoy","Lavault-de-Frétoy","58230","58141","1","4.01667","47.1"
"22501","58","GERMIGNY-SUR-LOIRE","germigny sur loire","Germigny-sur-Loire","58320","58124","3","3.03778","47.0812"
"22502","58","AVREE","avree","Avrée","58170","58019","1","3.86667","46.8167"
"22503","58","DRUY-PARIGNY","druy parigny","Druy-Parigny","58160","58105","3","3.36667","46.8667"
"22504","58","URZY","urzy","Urzy","58130","58300","3","3.2","47.05"
"22505","58","DECIZE","decize","Decize","58300","58095","3","3.46667","46.8333"
"22506","58","BAZOLLES","bazolles","Bazolles","58110","58024","1","3.6","47.1333"
"22507","58","MOUSSY","moussy","Moussy","58700","58184","4","3.45","47.1833"
"22508","58","CHOUGNY","chougny","Chougny","58110","58076","1","3.76667","47.0833"
"22509","58","SAINT-PARIZE-LE-CHATEL","saint parize le chatel","Saint-Parize-le-Châtel","58490","58260","3","3.18333","46.85"
"22510","58","SAINT-BRISSON","saint brisson","Saint-Brisson","58230","58235","1","4.08333","47.2667"
"22511","58","TRUCY-L'ORGUEILLEUX","trucy l orgueilleux","Trucy-l'Orgueilleux","58460","58299","2","3.41667","47.45"
"22512","58","SAINT-GERMAIN-CHASSENAY","saint germain chassenay","Saint-Germain-Chassenay","58300","58241","3","3.38333","46.7833"
"22513","58","POIL","poil","Poil","58170","58211","1","4.06667","46.8667"
"22514","58","CHATILLON-EN-BAZOIS","chatillon en bazois","Châtillon-en-Bazois","58110","58065","1","3.66667","47.05"
"22515","58","CLAMECY","clamecy","Clamecy","58500","58079","2","3.51667","47.45"
"22516","58","GACOGNE","gacogne","Gâcogne","58140","58120","2","3.86667","47.2333"
"22517","58","TACONNAY","taconnay","Taconnay","58420","58283","2","3.48333","47.3"
"22518","58","GLUX-EN-GLENNE","glux en glenne","Glux-en-Glenne","58370","58128","1","4.03084","46.9564"
"22519","58","OISY","oisy","Oisy","58500","58198","2","3.45","47.4667"
"22520","58","SAINT-AMAND-EN-PUISAYE","saint amand en puisaye","Saint-Amand-en-Puisaye","58310","58227","4","3.06667","47.5167"
"22521","58","CHAMPALLEMENT","champallement","Champallement","58420","58052","2","3.48333","47.2333"
"22522","58","JAILLY","jailly","Jailly","58330","58136","3","3.47806","47.0962"
"22523","58","CHAMPVOUX","champvoux","Champvoux","58400","58056","4","3.08333","47.1333"
"22524","58","GARCHIZY","garchizy","Garchizy","58600","58121","3","3.1","47.05"
"22525","58","LANTY","lanty","Lanty","58250","58139","1","3.85","46.8167"
"22526","58","MOUX-EN-MORVAN","moux en morvan","Moux-en-Morvan","58230","58185","1","4.15306","47.1714"
"22527","58","MONTAMBERT","montambert","Montambert","58250","58172","1","3.67695","46.7703"
"22528","58","MONTAPAS","montapas","Montapas","58110","58171","3","3.58333","47.0833"
"22529","58","ALLIGNY-EN-MORVAN","alligny en morvan","Alligny-en-Morvan","58230","58003","1","4.16667","47.2"
"22530","58","SAINT-LEGER-DE-FOUGERET","saint leger de fougeret","Saint-Léger-de-Fougeret","58120","58249","1","3.9","47.0167"
"22531","58","NEUFFONTAINES","neuffontaines","Neuffontaines","58190","58190","2","3.75","47.3667"
"22532","58","BEARD","beard","Béard","58160","58025","3","3.33333","46.8667"
"22533","58","COSNE-COURS-SUR-LOIRE","cosne cours sur loire","Cosne-Cours-sur-Loire","58200","58086","4","2.9275","47.4122"
"22534","58","SAINT-HONORE-LES-BAINS","saint honore les bains","Saint-Honoré-les-Bains","58360","58246","1","3.84111","46.9067"
"22535","58","ARBOURSE","arbourse","Arbourse","58350","58009","4","3.23333","47.25"
"22536","58","ISENAY","isenay","Isenay","58290","58135","1","3.70473","46.9017"
"22537","58","DAMPIERRE-SOUS-BOUHY","dampierre sous bouhy","Dampierre-sous-Bouhy","58310","58094","4","3.13333","47.5"
"22538","58","EMPURY","empury","Empury","58140","58108","2","3.81667","47.35"
"22539","58","COSSAYE","cossaye","Cossaye","58300","58087","3","3.46667","46.75"
"22540","58","ANNAY","annay","Annay","58450","58007","4","2.93333","47.5333"
"22541","58","DONZY","donzy","Donzy","58220","58102","4","3.12389","47.3706"
"22542","58","MYENNES","myennes","Myennes","58440","58187","4","2.93333","47.45"
"22543","58","LURCY-LE-BOURG","lurcy le bourg","Lurcy-le-Bourg","58700","58147","4","3.38333","47.1667"
"22544","58","SAINT-AUBIN-DES-CHAUMES","saint aubin des chaumes","Saint-Aubin-des-Chaumes","58190","58230","2","3.76667","47.3833"
"22545","58","PARIGNY-LA-ROSE","parigny la rose","Parigny-la-Rose","58210","58206","2","3.43333","47.3333"
"22546","58","METZ-LE-COMTE","metz le comte","Metz-le-Comte","58190","58165","2","3.63333","47.4"
"22547","58","NEUVY-SUR-LOIRE","neuvy sur loire","Neuvy-sur-Loire","58450","58193","4","2.88333","47.5167"
"22548","58","MONTIGNY-SUR-CANNE","montigny sur canne","Montigny-sur-Canne","58340","58178","1","3.65","46.9333"
"22549","58","MAGNY-LORMES","magny lormes","Magny-Lormes","58800","58153","2","3.75","47.3"
"22550","58","CHATEAUNEUF-VAL-DE-BARGIS","chateauneuf val de bargis","Châteauneuf-Val-de-Bargis","58350","58064","4","3.23333","47.2833"
"22551","58","SAINT-HILAIRE-FONTAINE","saint hilaire fontaine","Saint-Hilaire-Fontaine","58300","58245","1","3.61667","46.7667"
"22552","58","SICHAMPS","sichamps","Sichamps","58700","58279","4","3.28333","47.15"
"22553","58","SAINT-ANDELAIN","saint andelain","Saint-Andelain","58150","58228","4","2.96667","47.3167"
"22554","58","POISEUX","poiseux","Poiseux","58130","58212","3","3.23333","47.1167"
"22555","58","CHAMPLEMY","champlemy","Champlemy","58210","58053","4","3.35","47.2833"
"22556","58","BREVES","breves","Brèves","58530","58039","2","3.6","47.4167"
"22557","58","SAINT-LOUP","saint loup","Saint-Loup","58200","58251","4","3","47.45"
"22558","58","OUAGNE","ouagne","Ouagne","58500","58200","2","3.5","47.4"
"22559","58","MENESTREAU","menestreau","Menestreau","58410","58162","4","3.25","47.4167"
"22560","58","SAINTE-COLOMBE-DES-BOIS","sainte colombe des bois","Sainte-Colombe-des-Bois","58220","58236","4","3.14139","47.322"
"22561","58","DORNECY","dornecy","Dornecy","58530","58103","2","3.58333","47.4333"
"22562","58","GERMENAY","germenay","Germenay","58800","58123","2","3.6","47.2833"
"22563","58","OULON","oulon","Oulon","58700","58203","4","3.4","47.2"
"22564","58","ONLAY","onlay","Onlay","58370","58199","1","3.9","46.9667"
"22565","58","AMAZY","amazy","Amazy","58190","58005","2","3.58333","47.3833"
"22566","58","VIGNOL","vignol","Vignol","58190","58308","2","3.66667","47.3667"
"22567","58","SURGY","surgy","Surgy","58500","58282","2","3.51667","47.5167"
"22568","58","SAINT-ELOI","saint eloi","Saint-Éloi","58000","58238","3","3.21667","46.9667"
"22569","58","RUAGES","ruages","Ruages","58190","58224","2","3.68333","47.3167"
"22570","58","FERTREVE","fertreve","Fertrève","58270","58113","3","3.58333","46.9667"
"22571","58","MENOU","menou","Menou","58210","58163","2","3.28333","47.3667"
"22572","58","LIMANTON","limanton","Limanton","58290","58142","1","3.75","46.9833"
"22573","58","ROUY","rouy","Rouy","58110","58223","3","3.53333","47.0167"
"22574","58","SAVIGNY-POIL-FOL","savigny poil fol","Savigny-Poil-Fol","58170","58274","1","3.85","46.7833"
"22575","58","TRACY-SUR-LOIRE","tracy sur loire","Tracy-sur-Loire","58150","58295","4","2.88333","47.3167"
"22576","58","SERMOISE-SUR-LOIRE","sermoise sur loire","Sermoise-sur-Loire","58000","58278","3","3.185","46.9517"
"22577","58","AUNAY-EN-BAZOIS","aunay en bazois","Aunay-en-Bazois","58110","58017","1","3.7","47.1167"
"22578","58","HERY","hery","Héry","58800","58133","2","3.58333","47.2667"
"22579","58","LA CHAPELLE-SAINT-ANDRE","la chapelle saint andre","La Chapelle-Saint-André","58210","58058","2","3.35","47.4"
"22580","58","ASNOIS","asnois","Asnois","58190","58016","2","3.6","47.4"
"22581","58","LA MAISON-DIEU","la maison dieu","La Maison-Dieu","58190","58154","2","3.65","47.4167"
"22582","58","MURLIN","murlin","Murlin","58700","58186","4","3.18333","47.2"
"22583","58","ENTRAINS-SUR-NOHAIN","entrains sur nohain","Entrains-sur-Nohain","58410","58109","2","3.25","47.45"
"22584","58","TEIGNY","teigny","Teigny","58190","58288","2","3.66667","47.3833"
"22585","58","NOLAY","nolay","Nolay","58700","58196","3","3.31667","47.1167"
"22586","58","VILLAPOURCON","villapourcon","Villapourçon","58370","58309","1","3.95","46.95"
"22587","58","MONTREUILLON","montreuillon","Montreuillon","58800","58179","1","3.78333","47.1667"
"22588","58","SOUGY-SUR-LOIRE","sougy sur loire","Sougy-sur-Loire","58300","58280","3","3.4","46.85"
"22589","58","SAUVIGNY-LES-BOIS","sauvigny les bois","Sauvigny-les-Bois","58160","58273","3","3.26667","46.9667"
"22590","58","CHALLUY","challuy","Challuy","58000","58051","3","3.15","46.95"
"22591","58","SAINT-PERE","saint pere","Saint-Père","58200","58261","4","2.96028","47.412"
"22592","58","PLANCHEZ","planchez","Planchez","58230","58210","1","4.01667","47.1333"
"22593","58","LA MARCHE","la marche","La Marche","58400","58155","4","3.03333","47.1333"
"22594","58","SAINT-GERMAIN-DES-BOIS","saint germain des bois","Saint-Germain-des-Bois","58210","58242","2","3.51667","47.3833"
"22595","58","GIEN-SUR-CURE","gien sur cure","Gien-sur-Cure","58230","58125","1","4.1","47.1333"
"22596","58","SAINT-VERAIN","saint verain","Saint-Vérain","58310","58270","4","3.05","47.4833"
"22597","58","AZY-LE-VIF","azy le vif","Azy-le-Vif","58240","58021","3","3.23333","46.7833"
"22598","58","SAINT-SULPICE","saint sulpice","Saint-Sulpice","58270","58269","3","3.35","47.05"
"22599","58","SAINT-GRATIEN-SAVIGNY","saint gratien savigny","Saint-Gratien-Savigny","58340","58243","1","3.66667","46.8833"
"22600","58","BAZOCHES","bazoches","Bazoches","58190","58023","2","3.78333","47.3833"
"22601","58","CHEVROCHES","chevroches","Chevroches","58500","58073","2","3.55","47.45"
"22602","58","DEVAY","devay","Devay","58300","58096","3","3.55","46.8"
"22603","58","SAINCAIZE-MEAUCE","saincaize meauce","Saincaize-Meauce","58470","58225","3","3.08333","46.9167"
"22604","58","VARENNES-VAUZELLES","varennes vauzelles","Varennes-Vauzelles","58640","58303","3","3.14639","47.0123"
"22605","58","ARTHEL","arthel","Arthel","58700","58013","4","3.41667","47.2333"
"22606","58","VARZY","varzy","Varzy","58210","58304","2","3.38333","47.3667"
"22607","58","BEAULIEU","beaulieu","Beaulieu","58420","58026","2","3.53333","47.25"
"22608","58","SAXI-BOURDON","saxi bourdon","Saxi-Bourdon","58330","58275","3","3.48333","47.05"
"22609","58","LA FERMETE","la fermete","La Fermeté","58160","58112","3","3.33333","46.9667"
"22610","58","LUTHENAY-UXELOUP","luthenay uxeloup","Luthenay-Uxeloup","58240","58148","3","3.26667","46.85"
"22611","58","BEUVRON","beuvron","Beuvron","58210","58029","2","3.5","47.3667"
"22612","58","MONTIGNY-AUX-AMOGNES","montigny aux amognes","Montigny-aux-Amognes","58130","58176","3","3.28333","47.0167"
"22613","58","MONCEAUX-LE-COMTE","monceaux le comte","Monceaux-le-Comte","58190","58170","2","3.66667","47.3333"
"22614","58","GRENOIS","grenois","Grenois","58420","58130","2","3.53333","47.3167"
"22615","58","MILLAY","millay","Millay","58170","58168","1","3.98333","46.8333"
"22616","58","POUQUES-LORMES","pouques lormes","Pouques-Lormes","58140","58216","2","3.78333","47.3167"
"22617","58","SAINT-BONNOT","saint bonnot","Saint-Bonnot","58700","58234","4","3.31667","47.25"
"22618","58","SERMAGES","sermages","Sermages","58290","58277","1","3.85","47.0167"
"22619","58","CORANCY","corancy","Corancy","58120","58082","1","3.95","47.1"
"22620","58","CORVOL-L'ORGUEILLEUX","corvol l orgueilleux","Corvol-l'Orgueilleux","58460","58085","2","3.4","47.4333"
"22621","58","SAINT-DIDIER","saint didier","Saint-Didier","58190","58237","2","3.61667","47.35"
"22622","58","BRINAY","brinay","Brinay","58110","58040","1","3.7","47"
"22623","58","LYS","lys","Lys","58190","58150","2","3.6","47.35"
"22624","58","VARENNES-LES-NARCY","varennes les narcy","Varennes-lès-Narcy","58400","58302","4","3.06667","47.2333"
"22625","58","SAINT-REVERIEN","saint reverien","Saint-Révérien","58420","58266","2","3.5","47.2167"
"22626","58","TALON","talon","Talon","58190","58284","2","3.56667","47.3333"
"22627","58","POUILLY-SUR-LOIRE","pouilly sur loire","Pouilly-sur-Loire","58150","58215","4","2.95","47.2833"
"22628","58","LA CHARITE-SUR-LOIRE","la charite sur loire","La Charité-sur-Loire","58400","58059","4","3.01889","47.177"
"22629","58","SAINT-FIRMIN","saint firmin","Saint-Firmin","58270","58239","3","3.4","47.05"
"22630","58","SAINT-BENIN-D'AZY","saint benin d azy","Saint-Benin-d'Azy","58270","58232","3","3.4","47"
"22631","58","NEVERS","nevers","Nevers","58000","58194","3","3.16667","46.9833"
"22632","58","CHAUMOT","chaumot","Chaumot","58800","58069","2","3.64695","47.2564"
"22633","58","CORVOL-D'EMBERNARD","corvol d embernard","Corvol-d'Embernard","58210","58084","2","3.4","47.2833"
"22634","58","VAUCLAIX","vauclaix","Vauclaix","58140","58305","2","3.81667","47.2333"
"22635","58","TANNAY","tannay","Tannay","58190","58286","2","3.6","47.35"
"22636","58","CHAMPLIN","champlin","Champlin","58700","58054","4","3.43333","47.2333"
"22637","58","CHAZEUIL","chazeuil","Chazeuil","58700","58070","2","3.4","47.2833"
"22638","58","OUROUX-EN-MORVAN","ouroux en morvan","Ouroux-en-Morvan","58230","58205","1","3.94556","47.1859"
"22639","58","VILLIERS-LE-SEC","villiers le sec","Villiers-le-Sec","58210","58310","2","3.43333","47.3833"
"22640","58","BONA","bona","Bona","58330","58035","3","3.41667","47.0667"
"22641","58","BULCY","bulcy","Bulcy","58400","58042","4","3.03333","47.25"
"22642","58","MONTENOISON","montenoison","Montenoison","58700","58174","4","3.43333","47.2167"
"22643","58","MICHAUGUES","michaugues","Michaugues","58420","58167","2","3.51667","47.2667"
"22644","58","CHAMPVERT","champvert","Champvert","58300","58055","3","3.51667","46.8333"
"22645","58","VILLE-LANGY","ville langy","Ville-Langy","58270","58311","3","3.5","46.95"
"22646","58","DUN-LES-PLACES","dun les places","Dun-les-Places","58230","58106","2","4","47.2833"
"22647","58","PREPORCHE","preporche","Préporché","58360","58219","1","3.85","46.9167"
"22648","58","VILLIERS-SUR-YONNE","villiers sur yonne","Villiers-sur-Yonne","58500","58312","2","3.58333","47.4167"
"22649","58","POUGUES-LES-EAUX","pougues les eaux","Pougues-les-Eaux","58320","58214","3","3.1","47.0667"
"22650","58","CHATIN","chatin","Châtin","58120","58066","1","3.86667","47.1"
"22651","58","GUERIGNY","guerigny","Guérigny","58130","58131","3","3.2","47.0833"
"22652","58","COLMERY","colmery","Colméry","58350","58081","4","3.25","47.35"
"22653","58","LIMON","limon","Limon","58270","58143","3","3.38333","46.9667"
"22654","58","SAINT-FRANCHY","saint franchy","Saint-Franchy","58330","58240","3","3.46667","47.1333"
"22655","58","CIZELY","cizely","Cizely","58270","58078","3","3.48333","47"
"22656","58","CHAULGNES","chaulgnes","Chaulgnes","58400","58067","4","3.1","47.1333"
"22657","58","MOULINS-ENGILBERT","moulins engilbert","Moulins-Engilbert","58290","58182","1","3.81667","46.9833"
"22658","58","PAZY","pazy","Pazy","58800","58208","2","3.63333","47.2333"
"22659","58","COULANGES-LES-NEVERS","coulanges les nevers","Coulanges-lès-Nevers","58660","58088","3","3.18333","47"
"22660","58","CHARRIN","charrin","Charrin","58300","58060","1","3.6","46.7833"
"22661","58","ARQUIAN","arquian","Arquian","58310","58012","4","2.98333","47.55"
"22662","58","FACHIN","fachin","Fâchin","58430","58111","1","3.96667","47"
"22663","58","SAINT-JEAN-AUX-AMOGNES","saint jean aux amognes","Saint-Jean-aux-Amognes","58270","58247","3","3.33333","47.0167"
"22664","58","GIMOUILLE","gimouille","Gimouille","58470","58126","3","3.08333","46.95"
"22665","58","BILLY-SUR-OISY","billy sur oisy","Billy-sur-Oisy","58500","58032","2","3.41667","47.4833"
"22666","58","SAINT-OUEN-SUR-LOIRE","saint ouen sur loire","Saint-Ouen-sur-Loire","58160","58258","3","3.30278","46.8917"
"22667","58","TINTURY","tintury","Tintury","58110","58292","1","3.58333","47"
"22668","58","CORBIGNY","corbigny","Corbigny","58800","58083","2","3.66667","47.25"
